,1,2,3,4,5,6
1385,0.6394606530666351,0.3119214366953548,0.15025976526275459,0.06383572048440483,0.028761335858069836,0.011524230526153569
1211,0.3605393469333649,0.14703206884662232,0.05777325231319148,0.0173551910393538,0.005285555294234188,0.0015614936119636778
1140,0.7110668420791626,0.418674174560512,0.22937345912997448,0.11840605868641674,0.05968509290505918,0.02898754500888522
1459,0.2889331579208374,0.12237231989751089,0.04523079820540055,0.015098264740206289,0.005079067607981256,0.00156680353615775
1417,0.7296297550201416,0.4194378743783767,0.23280845706281936,0.10421157808391143,0.05088336575153243,0.023894905293649085
1277,0.2703702449798584,0.11841135429381754,0.04633364254987225,0.01238477866769769,0.003692481679501956,0.0009183155061280969
1196,0.7291635870933533,0.3848322780452032,0.21502173085516624,0.10216339595157667,0.046465176429314296,0.021067360248334124
1364,0.27083641290664673,0.0773184932826025,0.02319889462082102,0.005857236881288931,0.0015963637128566415,0.0003736841629901149
1242,0.8985796272754669,0.5957360221070547,0.3405611981891009,0.19047598271653773,0.10688864618055072,0.05621140423287826
1131,0.10142037272453308,0.025415964090267175,0.005641044508046547,0.0010972267707226903,0.00018735581396260234,2.8505598764965238e-05
1424,0.6488304138183594,0.293820637486985,0.14604994663098764,0.07349912961831745,0.034045569122872855,0.01537062108976338
1228,0.3511695861816406,0.08502737631569306,0.02725399040848698,0.008809826063005285,0.0028229493374243506,0.0007772032335788579
1435,0.6898642182350159,0.4394448663976335,0.23373037929691926,0.13575471173542222,0.06983193660674294,0.03450948869656935
1350,0.3101357817649841,0.14404281969175742,0.051662286621276275,0.019918098667307784,0.006894669545985088,0.0021217664356704383
1257,0.641472578048706,0.3065654194863063,0.1595462849329081,0.07363968578148314,0.034565055216878054,0.014529281340165049
1287,0.35852742195129395,0.10994689442430275,0.035554869412274176,0.01003479623914781,0.002827878095338569,0.0007069679339067685
1207,0.5554920434951782,0.2315573185518955,0.0975419273440316,0.03627555707047415,0.014902929484305001,0.005438557935687741
1433,0.4445079565048218,0.1951518146887737,0.08156828751743397,0.03132904082428687,0.011717282163561054,0.0042780902629014446
1345,0.7142724394798279,0.4684944675442438,0.2755585032811505,0.15251511269563767,0.08361235462252477,0.04143115242085761
1389,0.2857275605201721,0.10479639921508696,0.031863698049242155,0.00904292306242469,0.0024742880769488655,0.0006068361982999385
1401,0.6110408008098602,0.31257444136451407,0.16938920351357115,0.08025978451000246,0.037092350564990786,0.01729916717083349
1199,0.38895919919013977,0.13082911621957857,0.04863652965605369,0.01600921719275719,0.005628239385709164,0.0017493137772450088
1323,0.8351638019084929,0.5086257077398036,0.2833795360134149,0.15885389734575514,0.08352955633581738,0.0412672997660325
1103,0.16483619809150696,0.04797073467610369,0.01206231462510188,0.0024850097067174786,0.0004960793566986598,8.777598520829534e-05
